,buying,maint,doors,persons,lug_boot,safety,class_values,persional_point
296,1,3,5,2,1,1,unacc,1.2
297,1,3,5,2,1,2,unacc,1.2
298,1,3,5,2,1,3,unacc,1.2
299,1,3,5,2,2,1,unacc,1.2
300,1,3,5,2,2,2,unacc,1.2
301,1,3,5,2,2,3,unacc,1.2
302,1,3,5,2,3,1,unacc,1.2
303,1,3,5,2,3,2,unacc,1.2
304,1,3,5,2,3,3,unacc,1.2
305,1,3,5,4,1,1,unacc,1.2
306,1,3,5,4,1,2,unacc,1.2
307,1,3,5,4,1,3,acc,1.2
308,1,3,5,4,2,1,unacc,1.2
309,1,3,5,4,2,2,acc,1.2
310,1,3,5,4,2,3,acc,1.2
311,1,3,5,4,3,1,unacc,1.2
312,1,3,5,4,3,2,acc,1.2
313,1,3,5,4,3,3,acc,1.2
314,1,3,5,6,1,1,unacc,3.3
315,1,3,5,6,1,2,unacc,3.3
316,1,3,5,6,1,3,acc,3.3
317,1,3,5,6,2,1,unacc,3.3
318,1,3,5,6,2,2,acc,3.3
319,1,3,5,6,2,3,acc,3.3
320,1,3,5,6,3,1,unacc,3.3
321,1,3,5,6,3,2,acc,3.3
322,1,3,5,6,3,3,acc,3.3
323,1,4,2,2,1,1,unacc,0.0
324,1,4,2,2,1,2,unacc,0.0
325,1,4,2,2,1,3,unacc,0.0
326,1,4,2,2,2,1,unacc,0.0
327,1,4,2,2,2,2,unacc,0.0
328,1,4,2,2,2,3,unacc,0.0
329,1,4,2,2,3,1,unacc,0.0
330,1,4,2,2,3,2,unacc,0.0
331,1,4,2,2,3,3,unacc,0.0
332,1,4,2,4,1,1,unacc,0.0
333,1,4,2,4,1,2,unacc,0.0
334,1,4,2,4,1,3,acc,0.0
335,1,4,2,4,2,1,unacc,0.0
336,1,4,2,4,2,2,unacc,0.0
337,1,4,2,4,2,3,acc,0.0
338,1,4,2,4,3,1,unacc,0.0
339,1,4,2,4,3,2,acc,0.0
340,1,4,2,4,3,3,acc,0.0
341,1,4,2,6,1,1,unacc,2.0999999999999996
342,1,4,2,6,1,2,unacc,2.0999999999999996
343,1,4,2,6,1,3,unacc,2.0999999999999996
344,1,4,2,6,2,1,unacc,2.0999999999999996
345,1,4,2,6,2,2,unacc,2.0999999999999996
346,1,4,2,6,2,3,acc,2.0999999999999996
347,1,4,2,6,3,1,unacc,2.0999999999999996
348,1,4,2,6,3,2,acc,2.0999999999999996
349,1,4,2,6,3,3,acc,2.0999999999999996
350,1,4,3,2,1,1,unacc,0.0
351,1,4,3,2,1,2,unacc,0.0
352,1,4,3,2,1,3,unacc,0.0
353,1,4,3,2,2,1,unacc,0.0
354,1,4,3,2,2,2,unacc,0.0
355,1,4,3,2,2,3,unacc,0.0
356,1,4,3,2,3,1,unacc,0.0
357,1,4,3,2,3,2,unacc,0.0
358,1,4,3,2,3,3,unacc,0.0
359,1,4,3,4,1,1,unacc,0.0
360,1,4,3,4,1,2,unacc,0.0
361,1,4,3,4,1,3,acc,0.0
362,1,4,3,4,2,1,unacc,0.0
363,1,4,3,4,2,2,unacc,0.0
364,1,4,3,4,2,3,acc,0.0
365,1,4,3,4,3,1,unacc,0.0
366,1,4,3,4,3,2,acc,0.0
367,1,4,3,4,3,3,acc,0.0
368,1,4,3,6,1,1,unacc,2.0999999999999996
369,1,4,3,6,1,2,unacc,2.0999999999999996
370,1,4,3,6,1,3,acc,2.0999999999999996
371,1,4,3,6,2,1,unacc,2.0999999999999996
372,1,4,3,6,2,2,acc,2.0999999999999996
373,1,4,3,6,2,3,acc,2.0999999999999996
374,1,4,3,6,3,1,unacc,2.0999999999999996
375,1,4,3,6,3,2,acc,2.0999999999999996
376,1,4,3,6,3,3,acc,2.0999999999999996
377,1,4,4,2,1,1,unacc,0.0
378,1,4,4,2,1,2,unacc,0.0
379,1,4,4,2,1,3,unacc,0.0
380,1,4,4,2,2,1,unacc,0.0
381,1,4,4,2,2,2,unacc,0.0
382,1,4,4,2,2,3,unacc,0.0
383,1,4,4,2,3,1,unacc,0.0
384,1,4,4,2,3,2,unacc,0.0
385,1,4,4,2,3,3,unacc,0.0
386,1,4,4,4,1,1,unacc,0.0
387,1,4,4,4,1,2,unacc,0.0
388,1,4,4,4,1,3,acc,0.0
389,1,4,4,4,2,1,unacc,0.0
390,1,4,4,4,2,2,acc,0.0
391,1,4,4,4,2,3,acc,0.0
392,1,4,4,4,3,1,unacc,0.0
393,1,4,4,4,3,2,acc,0.0
394,1,4,4,4,3,3,acc,0.0
395,1,4,4,6,1,1,unacc,2.0999999999999996
396,1,4,4,6,1,2,unacc,2.0999999999999996
397,1,4,4,6,1,3,acc,2.0999999999999996
398,1,4,4,6,2,1,unacc,2.0999999999999996
399,1,4,4,6,2,2,acc,2.0999999999999996
400,1,4,4,6,2,3,acc,2.0999999999999996
401,1,4,4,6,3,1,unacc,2.0999999999999996
402,1,4,4,6,3,2,acc,2.0999999999999996
403,1,4,4,6,3,3,acc,2.0999999999999996
404,1,4,5,2,1,1,unacc,1.2
405,1,4,5,2,1,2,unacc,1.2
406,1,4,5,2,1,3,unacc,1.2
407,1,4,5,2,2,1,unacc,1.2
408,1,4,5,2,2,2,unacc,1.2
409,1,4,5,2,2,3,unacc,1.2
410,1,4,5,2,3,1,unacc,1.2
411,1,4,5,2,3,2,unacc,1.2
412,1,4,5,2,3,3,unacc,1.2
413,1,4,5,4,1,1,unacc,1.2
414,1,4,5,4,1,2,unacc,1.2
415,1,4,5,4,1,3,acc,1.2
416,1,4,5,4,2,1,unacc,1.2
417,1,4,5,4,2,2,acc,1.2
418,1,4,5,4,2,3,acc,1.2
419,1,4,5,4,3,1,unacc,1.2
420,1,4,5,4,3,2,acc,1.2
421,1,4,5,4,3,3,acc,1.2
422,1,4,5,6,1,1,unacc,3.3
423,1,4,5,6,1,2,unacc,3.3
424,1,4,5,6,1,3,acc,3.3
425,1,4,5,6,2,1,unacc,3.3
426,1,4,5,6,2,2,acc,3.3
427,1,4,5,6,2,3,acc,3.3
428,1,4,5,6,3,1,unacc,3.3
429,1,4,5,6,3,2,acc,3.3
430,1,4,5,6,3,3,acc,3.3
431,2,1,2,2,1,1,unacc,0.0
432,2,1,2,2,1,2,unacc,0.0
433,2,1,2,2,1,3,unacc,0.0
434,2,1,2,2,2,1,unacc,0.0
435,2,1,2,2,2,2,unacc,0.0
436,2,1,2,2,2,3,unacc,0.0
437,2,1,2,2,3,1,unacc,0.0
438,2,1,2,2,3,2,unacc,0.0
439,2,1,2,2,3,3,unacc,0.0
440,2,1,2,4,1,1,unacc,0.0
441,2,1,2,4,1,2,unacc,0.0
442,2,1,2,4,1,3,unacc,0.0
443,2,1,2,4,2,1,unacc,0.0
444,2,1,2,4,2,2,unacc,0.0
445,2,1,2,4,2,3,unacc,0.0
446,2,1,2,4,3,1,unacc,0.0
447,2,1,2,4,3,2,unacc,0.0
448,2,1,2,4,3,3,unacc,0.0
449,2,1,2,6,1,1,unacc,2.0999999999999996
450,2,1,2,6,1,2,unacc,2.0999999999999996
451,2,1,2,6,1,3,unacc,2.0999999999999996
452,2,1,2,6,2,1,unacc,2.0999999999999996
453,2,1,2,6,2,2,unacc,2.0999999999999996
454,2,1,2,6,2,3,unacc,2.0999999999999996
455,2,1,2,6,3,1,unacc,2.0999999999999996
456,2,1,2,6,3,2,unacc,2.0999999999999996
457,2,1,2,6,3,3,unacc,2.0999999999999996
458,2,1,3,2,1,1,unacc,0.0
459,2,1,3,2,1,2,unacc,0.0
460,2,1,3,2,1,3,unacc,0.0
461,2,1,3,2,2,1,unacc,0.0
462,2,1,3,2,2,2,unacc,0.0
463,2,1,3,2,2,3,unacc,0.0
464,2,1,3,2,3,1,unacc,0.0
465,2,1,3,2,3,2,unacc,0.0
466,2,1,3,2,3,3,unacc,0.0
467,2,1,3,4,1,1,unacc,0.0
468,2,1,3,4,1,2,unacc,0.0
469,2,1,3,4,1,3,unacc,0.0
470,2,1,3,4,2,1,unacc,0.0
471,2,1,3,4,2,2,unacc,0.0
472,2,1,3,4,2,3,unacc,0.0
473,2,1,3,4,3,1,unacc,0.0
474,2,1,3,4,3,2,unacc,0.0
475,2,1,3,4,3,3,unacc,0.0
476,2,1,3,6,1,1,unacc,2.0999999999999996
477,2,1,3,6,1,2,unacc,2.0999999999999996
478,2,1,3,6,1,3,unacc,2.0999999999999996
479,2,1,3,6,2,1,unacc,2.0999999999999996
480,2,1,3,6,2,2,unacc,2.0999999999999996
481,2,1,3,6,2,3,unacc,2.0999999999999996
482,2,1,3,6,3,1,unacc,2.0999999999999996
483,2,1,3,6,3,2,unacc,2.0999999999999996
484,2,1,3,6,3,3,unacc,2.0999999999999996
485,2,1,4,2,1,1,unacc,0.0
486,2,1,4,2,1,2,unacc,0.0
487,2,1,4,2,1,3,unacc,0.0
488,2,1,4,2,2,1,unacc,0.0
489,2,1,4,2,2,2,unacc,0.0
490,2,1,4,2,2,3,unacc,0.0
491,2,1,4,2,3,1,unacc,0.0
492,2,1,4,2,3,2,unacc,0.0
493,2,1,4,2,3,3,unacc,0.0
494,2,1,4,4,1,1,unacc,0.0
495,2,1,4,4,1,2,unacc,0.0
496,2,1,4,4,1,3,unacc,0.0
497,2,1,4,4,2,1,unacc,0.0
498,2,1,4,4,2,2,unacc,0.0
499,2,1,4,4,2,3,unacc,0.0
500,2,1,4,4,3,1,unacc,0.0
501,2,1,4,4,3,2,unacc,0.0
502,2,1,4,4,3,3,unacc,0.0
503,2,1,4,6,1,1,unacc,2.0999999999999996
504,2,1,4,6,1,2,unacc,2.0999999999999996
505,2,1,4,6,1,3,unacc,2.0999999999999996
506,2,1,4,6,2,1,unacc,2.0999999999999996
507,2,1,4,6,2,2,unacc,2.0999999999999996
508,2,1,4,6,2,3,unacc,2.0999999999999996
509,2,1,4,6,3,1,unacc,2.0999999999999996
510,2,1,4,6,3,2,unacc,2.0999999999999996
511,2,1,4,6,3,3,unacc,2.0999999999999996
512,2,1,5,2,1,1,unacc,1.2
513,2,1,5,2,1,2,unacc,1.2
514,2,1,5,2,1,3,unacc,1.2
515,2,1,5,2,2,1,unacc,1.2
516,2,1,5,2,2,2,unacc,1.2
517,2,1,5,2,2,3,unacc,1.2
518,2,1,5,2,3,1,unacc,1.2
519,2,1,5,2,3,2,unacc,1.2
520,2,1,5,2,3,3,unacc,1.2
521,2,1,5,4,1,1,unacc,1.2
522,2,1,5,4,1,2,unacc,1.2
523,2,1,5,4,1,3,unacc,1.2
524,2,1,5,4,2,1,unacc,1.2
525,2,1,5,4,2,2,unacc,1.2
526,2,1,5,4,2,3,unacc,1.2
527,2,1,5,4,3,1,unacc,1.2
528,2,1,5,4,3,2,unacc,1.2
529,2,1,5,4,3,3,unacc,1.2
530,2,1,5,6,1,1,unacc,3.3
531,2,1,5,6,1,2,unacc,3.3
532,2,1,5,6,1,3,unacc,3.3
533,2,1,5,6,2,1,unacc,3.3
534,2,1,5,6,2,2,unacc,3.3
535,2,1,5,6,2,3,unacc,3.3
536,2,1,5,6,3,1,unacc,3.3
537,2,1,5,6,3,2,unacc,3.3
538,2,1,5,6,3,3,unacc,3.3
539,2,2,2,2,1,1,unacc,0.0
540,2,2,2,2,1,2,unacc,0.0
541,2,2,2,2,1,3,unacc,0.0
542,2,2,2,2,2,1,unacc,0.0
543,2,2,2,2,2,2,unacc,0.0
544,2,2,2,2,2,3,unacc,0.0
545,2,2,2,2,3,1,unacc,0.0
546,2,2,2,2,3,2,unacc,0.0
547,2,2,2,2,3,3,unacc,0.0
548,2,2,2,4,1,1,unacc,0.0
549,2,2,2,4,1,2,unacc,0.0
550,2,2,2,4,1,3,acc,0.0
551,2,2,2,4,2,1,unacc,0.0
552,2,2,2,4,2,2,unacc,0.0
553,2,2,2,4,2,3,acc,0.0
554,2,2,2,4,3,1,unacc,0.0
555,2,2,2,4,3,2,acc,0.0
556,2,2,2,4,3,3,acc,0.0
557,2,2,2,6,1,1,unacc,2.0999999999999996
558,2,2,2,6,1,2,unacc,2.0999999999999996
559,2,2,2,6,1,3,unacc,2.0999999999999996
560,2,2,2,6,2,1,unacc,2.0999999999999996
561,2,2,2,6,2,2,unacc,2.0999999999999996
562,2,2,2,6,2,3,acc,2.0999999999999996
563,2,2,2,6,3,1,unacc,2.0999999999999996
564,2,2,2,6,3,2,acc,2.0999999999999996
565,2,2,2,6,3,3,acc,2.0999999999999996
566,2,2,3,2,1,1,unacc,0.0
567,2,2,3,2,1,2,unacc,0.0
568,2,2,3,2,1,3,unacc,0.0
569,2,2,3,2,2,1,unacc,0.0
570,2,2,3,2,2,2,unacc,0.0
571,2,2,3,2,2,3,unacc,0.0
572,2,2,3,2,3,1,unacc,0.0
573,2,2,3,2,3,2,unacc,0.0
574,2,2,3,2,3,3,unacc,0.0
575,2,2,3,4,1,1,unacc,0.0
576,2,2,3,4,1,2,unacc,0.0
577,2,2,3,4,1,3,acc,0.0
578,2,2,3,4,2,1,unacc,0.0
579,2,2,3,4,2,2,unacc,0.0
580,2,2,3,4,2,3,acc,0.0
581,2,2,3,4,3,1,unacc,0.0
582,2,2,3,4,3,2,acc,0.0
583,2,2,3,4,3,3,acc,0.0
584,2,2,3,6,1,1,unacc,2.0999999999999996
585,2,2,3,6,1,2,unacc,2.0999999999999996
586,2,2,3,6,1,3,acc,2.0999999999999996
587,2,2,3,6,2,1,unacc,2.0999999999999996
588,2,2,3,6,2,2,acc,2.0999999999999996
589,2,2,3,6,2,3,acc,2.0999999999999996
590,2,2,3,6,3,1,unacc,2.0999999999999996
591,2,2,3,6,3,2,acc,2.0999999999999996
592,2,2,3,6,3,3,acc,2.0999999999999996
593,2,2,4,2,1,1,unacc,0.0
594,2,2,4,2,1,2,unacc,0.0
595,2,2,4,2,1,3,unacc,0.0
596,2,2,4,2,2,1,unacc,0.0
597,2,2,4,2,2,2,unacc,0.0
598,2,2,4,2,2,3,unacc,0.0
599,2,2,4,2,3,1,unacc,0.0
600,2,2,4,2,3,2,unacc,0.0
601,2,2,4,2,3,3,unacc,0.0
